,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
44645,49,1343,1,1,1,49864.361062905744,0.12,26656.21,73122.68241660757
44646,55,3387,3,1,3,-41392.91864335544,0.15,17979.55,-35680.320227461096
44647,52,3387,2,1,3,89126.71657518526,0.23,35524.19,96099.23623269904
44648,51,1405,3,3,3,-104084.94580819264,0.01,72068.72,-104084.94580819264
44649,53,3367,1,1,1,87287.45359416035,0.24,89762.7,87287.45359416035
44650,52,1517,1,3,1,68578.6440004103,0.32,101642.9,68578.6440004103
44651,38,1848,1,4,1,66753.72275877743,0.14,17373.6,117790.24997824672
44652,63,1899,1,4,1,-27290.14087652612,0.2,134482.87,-27290.14087652612
44653,40,1251,1,3,1,35865.558774375815,0.29,33405.24,113396.74071741028
44654,35,1354,1,3,1,7880.486728549034,0.29,42540.0,59613.6708981645
44655,37,1354,1,3,1,118530.9339049384,0.18,34455.58,202294.03395434734
44656,54,1500,1,3,1,-193971.04827365687,0.13,34371.32,-183418.88667577374
44657,47,1467,3,3,3,-170385.94009368707,0.27,80286.08,-170385.94009368707
44658,36,1360,1,3,1,-95273.7578704654,0.18,82797.63,-95273.7578704654
44659,43,1794,2,1,5,171411.57935960445,0.14,74827.25,171411.57935960445
44660,44,1384,1,3,1,63830.8552922199,0.08,50832.69,67768.39444732139
44661,42,1241,3,3,5,36131.679694410326,0.18,25200.7,93377.0066686014
44662,50,3157,3,1,1,46617.17362602773,0.03,19958.15,48765.866091640535
44663,45,1584,1,1,1,88683.68223763324,0.1,95993.35,88683.68223763324
44664,39,5985,1,3,1,-178262.23046649963,0.2,34263.29,-100535.26997110025
44665,60,5184,1,3,1,39102.53512990069,0.09,75825.32,39102.53512990069
44666,54,1450,1,3,1,117042.89741773903,0.33,54080.86,117042.89741773903
44667,39,1502,3,3,5,-93623.6060663915,0.15,23598.74,-28473.69279964378
44668,56,1343,1,3,1,90259.0102050455,0.21,273957.55,90259.0102050455
44669,49,1334,3,3,5,104585.20311166582,0.22,50329.49,104585.20311166582
44670,45,1334,3,3,4,-270599.20767371,0.34,188469.47,-270599.20767371
44671,52,3340,3,1,3,-131504.77321331025,0.18,86559.12,-131504.77321331025
44672,36,2780,3,1,3,-283790.5847517416,0.33,37948.48,-274245.99686669325
44673,39,1301,1,3,1,-33042.17311905139,0.14,29797.32,44970.870379475695
44674,58,1576,3,3,5,-309825.8478552705,0.25,34327.4,-309825.8478552705
44675,40,1298,2,3,5,-384543.4276148183,0.34,85074.19,-384543.4276148183
44676,46,1293,1,3,1,-152773.13574211916,0.25,107392.43,-152773.13574211916
44677,54,1293,1,3,1,115586.09695823435,0.29,30001.69,135586.09695823435
44678,39,1523,1,3,1,47676.69558891679,0.33,133759.1,47676.69558891679
44679,58,3333,3,1,3,-57507.19391124241,0.14,176826.9,-57507.19391124241
44680,56,2951,2,1,3,-74125.07590926433,0.14,90956.97,-74125.07590926433
44681,56,1615,2,3,3,-296417.7075105937,0.34,85213.6,-296417.7075105937
44682,62,1846,1,4,1,55162.28485290426,0.16,43647.2,55162.28485290426
44683,55,3208,1,1,1,179225.2579835217,0.08,37217.12,183574.916989894
44684,62,1342,1,3,1,28414.351479832632,0.0,116947.79,28414.351479832632
44685,47,1499,1,3,1,-51287.00068956248,0.05,22321.01,-40900.455212566296
44686,36,1430,1,3,1,-214633.38323769064,0.1,40397.29,-164732.5753048704
44687,44,1283,1,3,1,-72159.97401265474,0.26,67961.6,-72159.97401265474
44688,35,1405,1,3,1,177879.41674979165,0.28,25365.12,292679.71749780036
44689,37,1991,2,3,5,17160.29239247554,0.22,108952.35,17160.29239247554
44690,48,1407,1,3,1,-137900.87514102456,0.03,68519.04,-137900.87514102456
44691,57,1639,2,3,3,60535.47275924315,0.26,18752.3,63830.82152479064
44692,49,1377,1,3,1,-56084.71561554096,0.03,48972.26,-54375.29033091134
44693,48,1376,1,3,1,99439.62042425586,0.16,15493.97,119933.53181042275
44694,35,1368,1,3,1,173456.78301471498,0.07,110547.73,173456.78301471498
44695,54,1387,1,3,1,48508.6300690959,0.17,53237.16,48508.6300690959
44696,55,1387,1,3,1,82476.73139626019,0.03,175750.95,82476.73139626019
44697,37,1381,1,3,1,176694.37920550042,0.01,97278.25,176694.37920550042
44698,47,1401,2,3,3,120798.26145245724,0.18,126675.12,120798.26145245724
44699,48,1420,1,3,1,-66698.38428248814,0.23,44849.17,-49408.148291832484
44700,61,1387,3,3,5,76825.49565989773,0.12,83357.8,76825.49565989773
44701,42,1234,3,3,4,-41153.140627372704,0.26,61449.67,-41153.140627372704
44702,40,1863,1,4,1,191176.9391979874,0.28,12094.97,252081.00219227077
44703,48,1670,3,1,3,-4332.404359366107,0.11,56420.78,-4332.404359366107
44704,58,1133,2,1,3,-22813.97500298177,0.12,85610.65,-22813.97500298177
44705,37,1458,1,1,1,25637.33406522744,0.24,173683.98,25637.33406522744
44706,60,1732,1,1,1,-107406.2189102024,0.3,26768.45,-107406.2189102024
44707,46,1730,1,1,1,100422.83634957689,0.25,99024.17,100422.83634957689
44708,39,1387,1,1,1,409.5368813998356,0.08,50353.25,7858.287373452913
44709,62,1522,1,3,1,9652.54438364918,0.32,27958.16,9652.54438364918
44710,37,1445,1,1,1,-152530.11675723022,0.21,94936.07,-152530.11675723022
44711,56,1602,1,1,1,90956.52649590424,0.02,142588.15,90956.52649590424
44712,58,1665,1,4,1,18411.949357060712,0.27,173183.27,18411.949357060712
44713,36,2764,2,1,3,-63631.66434357222,0.0,97453.5,-63631.66434357222
44714,35,2648,3,1,4,136163.01565472642,0.11,28744.07,188203.7837459542
44715,45,1594,3,1,3,-113396.4160886481,0.31,17275.29,-54565.48987496516
44716,43,1508,1,1,1,-99640.61692355762,0.15,50970.52,-94391.93887556581
44717,60,2922,1,1,1,294171.8109208151,0.12,43186.56,294171.8109208151
44718,52,2884,2,3,3,-32481.11353582132,0.17,96414.01,-32481.11353582132
44719,58,1975,3,2,5,-25841.813054981165,0.32,53449.42,-25841.813054981165
44720,40,1508,1,1,1,145052.90331415145,0.22,26459.31,231413.2317046104
44721,52,1665,3,4,1,-2220.473485693314,0.12,25091.74,-782.7003077501854
44722,43,2450,2,1,5,661.2573683335969,0.19,62269.0,661.2573683335969
44723,61,2992,3,1,3,-100709.8016543387,0.03,96632.37,-100709.8016543387
44724,63,2930,3,1,1,-331705.5967794031,0.12,138544.75,-331705.5967794031
44725,37,2610,3,1,2,82310.01205204125,0.23,44288.54,82310.01205204125
44726,56,1558,3,1,2,46620.03624523186,0.11,22117.52,49981.152237723865
44727,56,1558,2,1,3,250404.98703700703,0.08,122088.5,250404.98703700703
44728,57,1404,1,3,1,140555.37220463113,0.0,99584.58,140555.37220463113
44729,41,1181,1,3,1,7834.755030035476,0.14,17932.56,49456.1477854313
44730,40,1508,3,1,5,28519.63191858164,0.32,19822.07,116833.76464129871
44731,49,2900,2,1,3,334685.6930947303,0.26,156455.36,334685.6930947303
44732,49,2989,1,1,1,157468.74612544954,0.31,34677.18,193655.2775177005
44733,35,1234,2,3,3,172140.39747317138,0.01,169518.57,172140.39747317138
44734,39,2764,2,1,5,-193717.9270987812,0.3,18494.22,-103737.38159196099
44735,58,2850,2,1,3,280126.7243251765,0.28,46446.16,280126.7243251765
44736,53,2887,2,1,5,105691.568390958,0.19,118688.15,105691.568390958
44737,36,2764,2,1,5,5506.538987310645,0.14,69339.11,5506.538987310645
44738,38,2648,1,1,1,14139.392165206584,0.06,195011.13,14139.392165206584
44739,55,1581,3,1,3,-136149.3691933955,0.19,71249.8,-136149.3691933955
44740,46,1617,1,1,1,-54269.1487698583,0.28,6568.51,-35156.55941354119
44741,52,1355,1,3,1,70857.97909938548,0.02,97320.83,70857.97909938548
44742,47,1339,1,3,1,-74108.79494277656,0.02,95484.02,-74108.79494277656
44743,36,2777,2,3,5,43162.19620837301,0.25,71129.46,43162.19620837301
44744,43,2777,2,1,5,43309.85667389401,0.1,141111.03,43309.85667389401
44745,47,1957,1,2,1,213239.7426275473,0.02,129505.54,213239.7426275473
44746,54,1690,1,4,1,17746.339635179433,0.21,49790.45,20209.444279012154
44747,48,1311,1,3,1,18552.60217051129,0.35,64393.74,18552.60217051129
44748,38,1411,3,1,5,18429.78331944783,0.03,100499.38,18429.78331944783
44749,60,3136,1,1,1,6102.063613631418,0.19,138702.48,6102.063613631418
44750,50,1720,1,1,1,20585.54929862354,0.3,48304.71,28189.60116747225
44751,43,1308,1,1,1,16864.970466990733,0.02,121109.56,16864.970466990733
44752,35,1411,1,1,1,4125.841587039397,0.19,38199.23,78290.99217917837
44753,41,1411,1,1,1,148876.23217561838,0.14,94052.84,148876.23217561838
44754,51,1344,2,3,1,-83277.94376169372,0.18,63117.43,-83277.94376169372
44755,52,3226,3,1,3,23496.532076457388,0.12,107889.1,23496.532076457388
44756,55,3180,3,1,3,-37882.97206962108,0.24,70982.64,-37882.97206962108
44757,63,3509,1,1,1,664541.9765342475,0.01,25676.23,664541.9765342475
44758,35,1566,2,1,3,351675.021480143,0.02,136503.52,351675.021480143
44759,43,1431,1,1,1,106249.72834041492,0.33,41290.65,144210.85279514504
44760,52,1695,1,1,1,71999.05026124074,0.02,30312.5,74744.42335172911
44761,51,3179,3,1,5,8351.153427204474,0.04,29795.75,12064.387308046029
44762,61,3406,3,1,3,42587.898658521495,0.02,31262.06,42587.898658521495
44763,43,2943,2,1,5,-66169.79033053739,0.11,10291.83,-50384.84873752915
44764,43,2943,3,1,5,-33630.021743532176,0.03,29425.69,-26259.58980270056
44765,39,2937,2,1,5,118968.63895025688,0.04,97423.8,118968.63895025688
44766,49,3428,1,1,1,-133047.24790773538,0.24,36671.61,-100904.73887241635
44767,49,2870,2,1,5,35463.902456184725,0.31,51586.19,35463.902456184725
44768,45,2870,2,1,5,714178.8621266315,0.32,43274.27,714178.8621266315
44769,40,1315,1,3,1,158137.0033047101,0.05,64094.37,158137.0033047101
44770,61,3026,1,1,1,105827.6919308455,0.3,30927.24,105827.6919308455
44771,60,1287,2,3,3,-90019.5392499618,0.03,103941.66,-90019.5392499618
44772,62,1287,3,3,3,-114609.56310643988,0.22,53962.3,-114609.56310643988
44773,54,1230,1,3,1,196521.4361578684,0.01,40655.43,197149.16715803332
44774,40,1173,3,3,3,-237660.8149505588,0.1,71079.5,-237660.8149505588
44775,44,1173,1,3,1,-17681.85584425279,0.1,126367.4,-17681.85584425279
44776,58,1230,1,3,1,-154668.40435290305,0.01,25383.63,-154668.40435290305
44777,58,1287,1,3,1,-146781.38690720487,0.27,145727.2,-146781.38690720487
44778,37,1717,2,1,5,143990.2189486688,0.35,82584.95,143990.2189486688
44779,53,1230,1,3,1,4481.218454989398,0.01,64130.95,4481.218454989398
44780,43,1185,2,3,3,252478.59146387776,0.15,65809.16,252478.59146387776
44781,51,1285,1,3,1,-59606.06592750547,0.32,30669.94,-25141.298011098683
44782,45,1771,3,2,3,-174100.33456793887,0.04,43238.43,-174100.33456793887
44783,56,1589,1,4,1,28699.013530523025,0.02,15949.4,29139.699001182827
44784,57,3053,1,1,1,33296.33248817537,0.11,54478.68,33296.33248817537
44785,53,1115,2,3,4,212426.55761046737,0.21,139929.89,212426.55761046737
44786,36,2807,2,1,5,295146.2994845482,0.17,169772.86,295146.2994845482
44787,54,1581,1,1,1,-53301.66029788582,0.31,73242.86,-53301.66029788582
44788,35,1198,2,3,5,-288823.40479782555,0.21,68906.05,-288823.40479782555
44789,43,1593,1,1,1,-154015.17956429595,0.05,59283.67,-154015.17956429595
44790,38,1428,1,1,1,126451.81291415692,0.21,51215.57,132345.87777032307
44791,38,1190,1,1,1,61419.1503766524,0.28,130620.96,61419.1503766524
44792,35,1479,1,1,1,121685.96747936295,0.34,44112.27,165271.9736629504
44793,41,1580,3,1,3,249696.1871929608,0.3,74140.26,249696.1871929608
44794,36,3058,1,4,1,235045.37500684368,0.31,66137.55,235045.37500684368
44795,48,1700,2,1,3,-135679.59736499755,0.34,46807.1,-135679.59736499755
44796,54,1686,3,1,2,91944.87283673193,0.17,69176.96,91944.87283673193
44797,45,1676,2,1,3,-330959.6431614935,0.28,37661.49,-324198.92916336353
44798,46,1643,3,2,3,-154961.59819191208,0.0,121186.59,-154961.59819191208
44799,42,3266,2,1,5,77098.27653410606,0.18,61244.52,77098.27653410606
44800,49,3266,3,1,3,-279491.92419607856,0.35,74460.93,-279491.92419607856
44801,39,1427,2,1,3,220167.96720374085,0.32,32508.05,259462.17862885896
44802,59,3172,3,1,3,167481.80762991164,0.17,35298.33,167481.80762991164
44803,57,3218,1,1,1,32979.28476234384,0.21,43459.37,35021.423847575265
44804,56,3218,1,1,1,275157.4880613569,0.12,181345.55,275157.4880613569
44805,49,1767,1,1,1,-59034.17393299959,0.13,171178.42,-59034.17393299959
44806,54,3116,3,1,3,-190529.741097449,0.26,43751.17,-190529.741097449
44807,52,3116,3,1,3,110946.31496805868,0.32,65814.83,110946.31496805868
44808,52,1719,1,4,1,68495.35618069315,0.13,58411.29,68495.35618069315
44809,52,1402,1,3,1,22967.868014575244,0.12,9646.06,28209.67259418488
44810,36,1997,2,3,5,174777.386298941,0.07,40087.75,174777.386298941
44811,37,1625,2,2,2,-136055.26818745537,0.2,42074.46,-136055.26818745537
44812,50,1954,1,2,1,55776.09427403658,0.24,145304.93,55776.09427403658
44813,35,1271,1,3,1,119213.92686108495,0.07,104701.49,119213.92686108495
44814,52,3237,2,1,5,542376.0688879134,0.04,12031.97,544555.5160904578
44815,43,1271,2,1,3,-310784.282313409,0.14,14603.83,-282277.21805883123
44816,43,2670,3,3,5,-36171.74907208031,0.17,68655.48,-36171.74907208031
44817,36,2814,1,1,1,156799.12359444826,0.18,25893.6,255175.39528947166
44818,57,3278,2,1,5,377317.048849086,0.19,32812.71,378982.8288135528
44819,55,3524,1,1,1,400184.39568566513,0.12,213807.06,400184.39568566513
44820,62,3218,1,1,1,258049.1720320844,0.11,19094.59,258049.1720320844
44821,63,3474,1,1,1,394779.8941969968,0.06,5760.84,394779.8941969968
44822,43,2920,3,1,2,137350.1099339516,0.06,106412.79,137350.1099339516
44823,47,2920,1,1,1,23029.704098820523,0.27,14284.02,58922.02106616853
44824,63,3162,1,1,1,31754.21668422399,0.1,51181.73,31754.21668422399
44825,46,1175,1,1,1,393085.5084919016,0.16,7461.42,405491.6320354678
44826,54,3152,1,4,1,201217.9191995111,0.01,25714.15,201960.35609553132
44827,41,1580,1,1,1,64177.58305797746,0.23,26844.29,146961.54073581123
44828,35,2882,1,3,1,-38521.42738428871,0.25,24131.64,73741.19161202057
44829,59,1332,2,3,4,40897.810467196985,0.05,261023.42,40897.810467196985
44830,35,1476,1,3,1,24695.12129429728,0.01,54427.96,24695.12129429728
44831,45,1339,3,3,1,-42676.057352846976,0.22,37753.65,-42676.057352846976
44832,40,1275,3,1,4,9428.97407346165,0.31,16934.72,92592.94774738439
44833,56,1975,3,2,5,-107791.57628536236,0.21,69082.96,-107791.57628536236
44834,57,2922,3,1,3,-320731.2580992158,0.33,92998.83,-320731.2580992158
44835,59,3254,3,3,2,-181058.69379855588,0.0,86717.37,-181058.69379855588
44836,37,3273,3,3,5,-155915.7906644059,0.34,10060.51,-79400.60299602272
44837,36,1392,3,1,5,-71806.21403823396,0.34,109379.06,-71806.21403823396
44838,49,1319,1,3,1,-24957.116325747065,0.08,37407.56,-10136.384412871177
44839,45,1946,1,4,1,199197.2456782917,0.31,32778.67,257027.11124074852
44840,51,1392,1,2,1,431830.0733985398,0.3,47609.36,439580.23266573524
44841,44,1508,1,1,1,96897.3292901069,0.28,16036.59,153559.4732688207
44842,55,1117,3,4,3,14031.801224360295,0.17,133050.82,14031.801224360295
44843,54,1117,2,3,5,92751.16993464786,0.29,92976.16,92751.16993464786
44844,40,2697,3,3,5,134329.87900268985,0.32,53972.65,134329.87900268985
44845,56,1467,3,3,5,-127716.70731133028,0.17,58635.58,-127716.70731133028
44846,58,2965,1,1,1,-60352.84795198967,0.17,103618.81,-60352.84795198967
44847,56,2004,3,2,3,110795.81610928688,0.26,175495.75,110795.81610928688
44848,42,1250,2,3,5,251856.8400156168,0.19,80174.21,251856.8400156168
44849,53,2887,2,1,5,329410.04774495884,0.32,148312.28,329410.04774495884
44850,36,1833,1,1,1,253330.0787863287,0.31,107655.09,253330.0787863287
44851,63,2972,1,1,1,64633.48583156707,0.24,27150.22,64633.48583156707
44852,40,1617,1,1,1,709.9299294338517,0.23,28661.85,89673.47441878177
44853,46,1339,3,3,4,38634.59969604016,0.33,90493.62,38634.59969604016
44854,61,1349,1,1,1,67154.9747645036,0.22,70527.44,67154.9747645036
44855,49,2094,2,4,5,-36434.91571456033,0.08,62529.95,-36434.91571456033
44856,43,1198,1,3,1,117147.6063525081,0.14,81267.71,117147.6063525081
44857,40,1198,1,3,1,145647.72003493356,0.08,66160.0,145647.72003493356
44858,45,1339,1,3,1,15624.941152838292,0.08,45781.35,28448.551655577983
44859,44,1198,1,3,1,12667.631144126895,0.34,145391.89,12667.631144126895
44860,44,1549,1,4,1,-49968.41924717773,0.05,189832.59,-49968.41924717773
44861,43,1547,1,1,1,131551.71897190053,0.06,167877.43,131551.71897190053
44862,42,1547,1,1,1,-126669.88559694037,0.23,71901.25,-126669.88559694037
44863,43,1289,1,1,1,-16726.67533740685,0.01,57522.8,-16726.67533740685
44864,51,3317,2,1,3,-96337.40704923072,0.12,9627.0,-90094.96564658367
44865,47,1292,3,3,4,98142.55513206376,0.34,13001.88,139283.31900268793
44866,41,1411,1,1,1,253616.6424597641,0.34,21387.82,338531.5905173799
44867,58,1289,1,3,1,-21412.72439499182,0.15,23166.69,-21412.72439499182
44868,44,1570,1,1,1,6117.013044083453,0.3,40655.31,43551.343991774
44869,61,3356,3,1,3,-3339.7427285395247,0.32,119545.49,-3339.7427285395247
44870,58,2646,1,1,1,-63507.61507961174,0.03,13322.49,-63507.61507961174
44871,47,3428,1,1,1,436224.03879764455,0.23,17386.46,473439.7465268327
44872,47,1828,1,1,1,67886.34255166749,0.14,12499.86,84172.5688545561
44873,60,3356,3,1,4,74055.35839703663,0.07,144637.24,74055.35839703663
44874,36,1411,1,2,1,-34089.88533569502,0.21,115267.49,-34089.88533569502
44875,57,1526,3,3,2,-311041.99859210773,0.3,54525.95,-311041.99859210773
44876,50,1413,1,1,1,154134.44838995714,0.03,34595.19,159430.9477712858
44877,46,1311,1,3,1,-129860.668428449,0.26,38557.55,-92102.71200549169
44878,48,1411,1,2,1,-159280.02687902874,0.2,59954.23,-159280.02687902874
44879,53,1596,2,1,5,119939.712515956,0.04,78011.24,119939.712515956
44880,41,1710,3,3,5,-64239.3115332341,0.11,29760.84,-32833.00904236094
44881,35,1278,3,3,5,-82061.92836351923,0.21,36300.0,-60694.0523140898
44882,37,1959,2,4,5,16414.49452105728,0.26,73968.28,16414.49452105728
44883,39,2684,3,1,5,178815.32346957785,0.15,85685.3,178815.32346957785
44884,49,2684,2,1,5,71264.50505308808,0.32,43476.35,71264.50505308808
44885,56,1548,3,3,3,83534.58252816946,0.31,61002.84,83534.58252816946
44886,57,3180,3,1,3,42565.43192216526,0.03,51185.88,42565.43192216526
44887,48,1501,1,3,1,-99289.51102870016,0.16,109797.59,-99289.51102870016
44888,55,3179,1,1,1,579161.4325604764,0.08,36780.09,583582.7473489861
44889,43,1570,1,1,1,160327.67869939902,0.09,49943.72,167501.50828122834
44890,59,1560,2,3,3,286410.82251702604,0.15,50882.64,286410.82251702604
44891,47,3428,3,1,3,245672.8116679302,0.22,21526.7,289747.31427719723
44892,49,3026,1,1,1,-96281.1951108353,0.2,57401.78,-96281.1951108353
44893,39,1777,3,2,3,94913.2970331608,0.06,216256.57,94913.2970331608
44894,58,3053,3,1,5,-61112.193629448135,0.03,33305.54,-61112.193629448135
44895,56,1631,1,4,1,105500.5827756381,0.23,54631.07,105500.5827756381
44896,40,1570,1,4,1,-172790.1063206493,0.17,43517.01,-136265.35122453715
44897,59,2442,1,1,1,261939.2341073595,0.08,38346.57,261939.2341073595
44898,36,3125,1,1,1,-31769.47031803812,0.27,176813.14,-31769.47031803812
44899,40,2988,2,4,5,140844.46027782568,0.31,45431.89,140844.46027782568
44900,40,2988,3,1,5,-180524.5980042669,0.19,192577.71,-180524.5980042669
44901,44,2988,3,1,5,139477.80190253214,0.0,113615.38,139477.80190253214
44902,50,1589,3,4,3,63710.57619793346,0.24,55855.01,63710.57619793346
44903,35,1736,3,4,3,-29502.462278283725,0.22,3298.24,-10640.622740623141
44904,53,2341,2,3,2,60879.85419767432,0.19,42836.43,60879.85419767432
44905,36,2807,2,1,5,-34439.746383830934,0.04,89944.49,-34439.746383830934
44906,57,3098,3,1,5,-42574.12185134964,0.19,142505.75,-42574.12185134964
44907,62,3125,3,1,3,-310250.64555629785,0.25,42793.65,-310250.64555629785
44908,43,1328,1,1,1,36069.30247432002,0.25,99134.85,36069.30247432002
44909,52,1581,3,1,3,43785.37478786227,0.11,39512.22,43785.37478786227
44910,40,3171,1,1,1,30443.812336033185,0.09,46856.34,49236.15790803905
44911,57,3098,3,1,5,110764.6252663902,0.03,40597.13,110764.6252663902
44912,53,1581,1,1,1,162672.88061188653,0.34,60832.21,162672.88061188653
44913,39,1694,1,4,1,113490.68887813958,0.11,37630.9,165566.78261951802
44914,54,1291,2,2,3,56997.54979174957,0.31,115166.32,56997.54979174957
44915,55,1845,2,2,3,168635.11367452264,0.05,81605.34,168635.11367452264
44916,42,1489,1,4,1,492573.3679683728,0.02,100724.33,492573.3679683728
44917,39,1190,1,1,1,-93866.34352777914,0.03,112962.3,-93866.34352777914
44918,47,1657,2,4,5,17233.54447602018,0.17,109579.82,17233.54447602018
44919,52,1657,3,4,5,76009.60763206398,0.05,33557.14,78673.46270240888
44920,60,1662,1,1,1,10712.388301587736,0.16,90851.26,10712.388301587736
44921,54,1657,1,4,1,130403.84706678252,0.24,159069.77,130403.84706678252
44922,50,3190,2,1,3,136124.7780824973,0.15,122707.42,136124.7780824973
44923,41,1158,1,3,1,86363.5304774126,0.21,119641.06,86363.5304774126
44924,55,3172,1,1,1,84281.48520897324,0.28,127711.2,84281.48520897324
44925,43,2819,1,1,1,242771.95118796828,0.15,108529.96,242771.95118796828
44926,44,2678,1,1,1,103352.63414079753,0.33,33387.41,163710.90276777142
44927,48,3116,1,1,1,7865.039504101041,0.0,95934.09,7865.039504101041
44928,63,3474,1,1,1,-38182.82741595223,0.11,67491.9,-38182.82741595223
44929,43,2920,1,1,1,10300.833985041254,0.3,97886.39,10300.833985041254
44930,63,1652,1,1,1,-95060.19192339966,0.11,112071.75,-95060.19192339966
44931,42,2920,1,1,1,131856.2749456464,0.21,41393.39,171977.79151221516
44932,58,3172,1,1,1,136295.7054898874,0.33,23776.23,136295.7054898874
44933,35,1271,3,3,5,-1051.8429942153157,0.28,128261.03,-1051.8429942153157
44934,38,1271,3,3,5,77966.39145391189,0.05,67372.2,77966.39145391189
44935,51,1954,3,2,5,-216219.4437507952,0.23,89963.81,-216219.4437507952
44936,61,1584,1,3,1,185767.64998056524,0.08,71564.37,185767.64998056524
44937,52,1402,3,3,1,-52086.96487157517,0.28,23503.07,-44892.2176073282
44938,62,1296,3,3,5,-60344.414011770015,0.28,58238.69,-60344.414011770015
44939,45,1371,3,3,5,-285237.28159689554,0.3,76267.22,-285237.28159689554
44940,38,2861,3,3,4,150493.82131831514,0.32,40188.35,150493.82131831514
44941,40,1175,3,3,4,-149100.08461900052,0.1,20928.81,-111461.9601213378
44942,57,1286,1,3,1,59073.06555069211,0.22,24258.42,62680.16973939863
44943,53,1686,1,1,1,-250260.93157151365,0.19,37694.91,-233663.13292253955
44944,47,3313,1,1,1,-315845.663341927,0.25,83072.89,-315845.663341927
44945,36,1281,1,4,1,-14096.283485537377,0.06,137672.69,-14096.283485537377
44946,50,1681,3,4,4,-185641.82121165624,0.15,99492.72,-185641.82121165624
44947,58,1744,3,4,3,20819.397175199127,0.33,29456.74,20819.397175199127
44948,45,1400,3,3,5,-207908.0551594645,0.32,11844.9,-164223.98244972233
44949,51,1400,1,1,1,-180282.2678079605,0.0,87865.28,-180282.2678079605
44950,36,1491,3,3,5,88760.98151502012,0.05,142168.8,88760.98151502012
44951,39,1292,1,3,1,-169380.80460980535,0.02,25107.9,-159613.29989813562
44952,36,1292,3,3,3,99649.40042029571,0.05,42904.77,99649.40042029571
44953,42,1345,1,3,1,20991.46557423589,0.02,102698.95,20991.46557423589
44954,61,1590,3,3,3,-221764.2055433656,0.16,50490.75,-221764.2055433656
44955,37,1292,1,3,1,-65153.00996725616,0.07,149727.73,-65153.00996725616
44956,63,1564,1,3,1,21444.43944089915,0.27,22652.25,21444.43944089915
44957,35,1292,3,3,3,95144.90063828726,0.12,38453.33,100954.87647633681
44958,39,1391,2,3,5,425780.80000341823,0.25,49311.66,425780.80000341823
44959,53,1358,2,3,3,-17165.10113970276,0.34,20827.18,7617.712355092015
44960,39,1244,1,1,1,476960.78022974567,0.34,92396.21,476960.78022974567
44961,40,1244,1,3,1,110653.21615979608,0.0,74012.51,110653.21615979608
44962,41,1395,1,3,1,-87035.37776421069,0.0,95698.36,-87035.37776421069
44963,47,1395,1,3,1,-163864.45945035073,0.02,60743.07,-163864.45945035073
44964,55,1343,1,3,1,-53882.91700326652,0.11,57051.05,-53882.91700326652
44965,53,1384,1,4,1,82193.02849371445,0.24,18101.01,98224.13344618553
44966,49,1365,1,3,1,114536.49909456656,0.18,60749.2,114536.49909456656
44967,40,1903,2,3,5,150945.63964511588,0.24,89991.38,150945.63964511588
44968,51,1261,3,3,3,58071.032915354845,0.24,56754.15,58071.032915354845
44969,42,1202,3,3,4,-175810.3581530441,0.18,67037.83,-175810.3581530441
44970,51,1344,1,3,1,521423.9966560082,0.03,62511.14,521423.9966560082
44971,35,1349,3,3,2,60200.343317245046,0.21,76876.49,60200.343317245046
44972,46,1719,1,3,1,132747.25314370554,0.12,44605.74,151946.72327609704
44973,39,1329,1,3,1,373402.1519772133,0.02,147508.52,373402.1519772133
44974,35,1329,1,3,1,-352248.5221793263,0.22,63204.06,-352248.5221793263
44975,38,1360,2,3,3,-328281.7022523085,0.17,39710.94,-328281.7022523085
44976,54,1466,1,3,1,-24693.756274457894,0.2,105381.09,-24693.756274457894
44977,50,1466,1,3,1,-2006.770717799168,0.16,60609.47,-2006.770717799168
44978,39,1284,3,3,3,-159262.90384332964,0.32,39301.09,-158739.84838380723
44979,43,1284,2,3,3,100759.88182574265,0.31,63937.43,100759.88182574265
44980,43,1187,3,3,3,-145807.00744912843,0.3,100545.35,-145807.00744912843
44981,47,1187,2,3,5,28589.051813604747,0.02,61983.25,28589.051813604747
44982,62,1310,3,3,3,-123038.55059347856,0.16,17559.0,-123038.55059347856
44983,40,1211,1,3,1,-284905.5536649497,0.07,219429.44,-284905.5536649497
44984,53,1489,3,3,5,-181700.4135874264,0.15,63342.65,-181700.4135874264
44985,41,1253,1,3,1,2640.662350293946,0.29,206650.62,2640.662350293946
44986,56,1482,3,3,2,-133626.4063778981,0.32,217514.84,-133626.4063778981
44987,49,1353,3,3,3,36829.991691694064,0.11,64269.78,36829.991691694064
44988,52,1211,1,3,1,-195967.0338335833,0.08,129958.91,-195967.0338335833
44989,39,1491,1,3,1,-146881.88686773818,0.14,40189.93,-96640.37215522412
44990,48,1353,1,3,1,-281004.6806725099,0.06,37249.23,-268288.47524855606
44991,39,1491,3,3,4,-112321.25917015392,0.09,59220.88,-112321.25917015392
44992,52,1439,3,3,2,-11512.388074973533,0.19,13878.59,428.8283024037446
44993,56,1619,3,3,4,-213768.4564613597,0.33,10142.58,-209144.46771717008
44994,55,1333,1,3,1,94537.72939814572,0.16,110845.27,94537.72939814572
44995,35,1492,2,3,3,-64059.76931622905,0.32,55958.91,-64059.76931622905
